Time(s),Volume(dB),Delta(dB)
496.8,4.0,0.0
496.8235513888889,-10.0,-14.0
496.9065625,-10.0,0.0
496.93499444444444,4.0,14.0
497.27568055555554,4.0,0.0
497.29379861111113,-23.0,-27.0
497.30520138888886,-23.0,0.0
497.3333333333333,1.0,24.0
498.03333333333336,1.0,0.0
498.035,-30.0,-31.0
498.0632263888889,-30.0,0.0
498.0799138888889,5.0,35.0
498.197775,5.0,0.0
498.22690416666666,-13.0,-18.0
498.2750541666667,-13.0,0.0
498.3,4.0,17.0
498.6552222222222,4.0,0.0
498.6699986111111,-21.0,-25.0
498.75432083333334,-21.0,0.0
498.77553472222223,9.0,30.0
498.94449305555554,9.0,0.0
498.96115972222225,-96.0,-105.0
499.28333333333336,-96.0,0.0
499.3,-96.0,0.0
501.06666666666666,-96.0,0.0
501.0683333333333,-96.0,0.0
501.1069166666667,-96.0,0.0
501.13075694444444,3.0,99.0
501.18770694444447,3.0,0.0
501.2015333333333,-12.0,-15.0
501.23925,-12.0,0.0
501.2523611111111,2.0,14.0
501.3527222222222,2.0,0.0
501.3699986111111,-13.0,-15.0
501.3958375,-13.0,0.0
501.43333333333334,2.0,15.0
501.4762944444444,2.0,0.0
501.50166666666667,-96.0,-98.0
501.5187916666667,-96.0,0.0
501.53834027777776,2.0,98.0
501.7283263888889,2.0,0.0
501.74286805555556,-21.0,-23.0
501.752125,-21.0,0.0
501.7766805555556,2.0,23.0
502.1,2.0,0.0
502.10333194444445,-7.0,-9.0
502.1633347222222,-7.0,0.0
502.1666666666667,2.0,9.0
502.362375,2.0,0.0
502.38144305555556,-23.0,-25.0
502.4421611111111,-23.0,0.0
502.46194444444444,3.0,26.0
502.58308611111113,3.0,0.0
502.60120416666666,-16.0,-19.0
502.62715833333334,-16.0,0.0
502.66469027777777,2.0,18.0
502.6881472222222,2.0,0.0
502.7210361111111,-96.0,-98.0
502.77756944444445,-96.0,0.0
502.81812777777776,2.0,98.0
503.1333333333333,2.0,0.0
503.1516652777778,-96.0,-98.0
503.79608333333334,-96.0,0.0
503.85834027777776,3.0,99.0
503.8733722222222,3.0,0.0
503.9001388888889,-96.0,-99.0
503.9592777777778,-96.0,0.0
504.0101291666667,0.0,96.0
504.1333333333333,1.92865e-15,1.92865e-15
504.1554902777778,-22.0,-22.000000000000004
504.18063194444443,-22.0,0.0
504.2,2.0,24.0
504.56666666666666,2.0,0.0
504.5699986111111,-11.0,-13.0
504.6300013888889,-11.0,0.0
504.6333333333333,2.0,13.0
504.7218888888889,2.0,0.0
504.74188888888887,-96.0,-98.0
505.3143263888889,-96.0,0.0
505.3343263888889,1.0,97.0
505.8287569444444,1.0,0.0
505.84710277777776,-96.0,-97.0
506.1845083333333,-96.0,0.0
506.2021388888889,1.0,97.0
506.222875,1.0,0.0
506.235,-16.0,-17.0
506.25175277777777,-16.0,0.0
506.26666666666665,1.0,17.0
506.4186916666667,1.0,0.0
506.43666527777776,-96.0,-97.0
